"","DS6","DF6","DL6","DR3","DS3","DF3","DL3","DR2","DS2","DF2","DL2","DR6","NF3","NF6","NR3","NR6","BR3","BF3"
"oases3_k31_Locus_3464_Transcript_7_1",28,41,11,8,39,2,1,4,4,10,50,1,1108,914,299,289,106,802
"oases3_k31_Locus_34760_Transcript_3_1",1,11,0,0,6,2,0,1,0,7,0,1,80,37,10,10,3,65
"oases3_k31_Locus_34764_Transcript_3_1",0,0,0,7,8,11,0,3,0,1,0,0,129,3,2,0,5,15
"oases3_k31_Locus_34871_Transcript_1_1",7,3,0,1,6,0,4,0,4,22,0,0,133,86,24,10,7,107
"oases3_k31_Locus_3487_Transcript_3_1",4,6,0,0,26,0,0,0,0,6,0,0,80,104,111,39,25,88
"oases3_k31_Locus_3495_Transcript_6_1",48.1477,14.0846,15.2843,7.48281,17.3393,0,4.11538,4.93609,30.1757,35.524,127.403,2.47008,117.259,83.3691,70.6743,93.214,33.0979,50.89
"oases3_k31_Locus_3499_Transcript_3_1",175,0,6,8,116,0,4,11,0,1,0,15,1,0,396,458,200,1
"oases3_k31_Locus_35007_Transcript_7_1",146,274,130,6,27,53,130,27,221,266,367,10,2266,1895,144,227,61,1283
"oases3_k31_Locus_35008_Transcript_1_1",9,59,1,1,13,5,0,0,7,98,0,0,302,244,8,0,5,270
"oases3_k31_Locus_35014_Transcript_2_1",3,0,3,25,250,19,10,23.2855,11,67,2,2,45,0,50,1,11,16
"oases3_k31_Locus_3504_Transcript_11_1",2897,1650.86,417,1142,12158,358,1096,3679,1782,10062,1530,606,7185.11,4638.58,6171.3,4185.22,2311.7,4641.78
"oases3_k31_Locus_3510_Transcript_3_1",12.1005,9.70653,0,3,45.1961,0,7,1,0,0,0,0,730.246,458.666,357.876,258.985,137.7765,591.276
"oases3_k31_Locus_35142_Transcript_1_1",342,49,23,25,434,8,10,26,16,70,3,18,1711,1389,1220,1246,485,1407
"oases3_k31_Locus_3533_Transcript_3_1",35,8,0,3,41,1,3,2,3,17,1,0,235,282,517,158,221,217
"oases3_k31_Locus_3536_Transcript_2_1",43,16,1,4,59,0,0,3,0,22,0,4,149,255,338,276,85,152
"oases3_k31_Locus_3538_Transcript_4_1",11.5888,6.87196,4.18325,2.25185,52.5576,1,0,0,2.07625,2.07364,0,0,171.199,74.2967,362.35,190.207,177.151,125.5282
"oases3_k31_Locus_3549_Transcript_2_1",98,42,2,8,67,8,4,9,8,44,37,11,226,367,327,779,193,158
"oases3_k31_Locus_35528_Transcript_1_1",9,15,5,0,18,1,8,0,2,21,0,0,135,177,37,40,11,95
"oases3_k31_Locus_35646_Transcript_2_1",47,12,1,9,183,12,1,3,0,69.2329,2,8,1803.78,545.587,1028.06,992.456,175,971.304
"oases3_k31_Locus_3570_Transcript_25_2",34.2625,13.2498,1.63256,9.60603,41.8852,5.13782,3.92223,0,0,7.82641,1.49746,3.20266,489.629,315.248,389.434,377.2,200.8641,387.468
"oases3_k31_Locus_3571_Transcript_5_1",10,8,0,3,7,0,0,1,3,8,0,0,128,91,160,100,40,110
"oases3_k31_Locus_35801_Transcript_3_1",9,11.4619,0,4,12,1,0,1.25336,1,4.08445,0,0,115.278,134.044,37.3041,11.5702,6.07238,83.3134
"oases3_k31_Locus_35821_Transcript_1_1",0,1,0,1,1,0,1,1,0,6,0,0,161,45,4,14,3,71
"oases3_k31_Locus_3583_Transcript_4_1",101,40,17,26,424,16,7,5,1,14,2,3,2176.42,1618.69,2897.88,1989,902,1637
"oases3_k31_Locus_35841_Transcript_3_1",26,13,4,50,40,0,0,34,3,60,53,19,0,2,0,1,5,0
"oases3_k31_Locus_35857_Transcript_3_1",7,134,81,5,2,7,11,4,67,48,1,2,492,648,4,40,10,268
"oases3_k31_Locus_3594_Transcript_3_1",74,24,25,22,160,3,8,7,16,32,1,14,841,781,2008,1539,530,608
"oases3_k31_Locus_3599_Transcript_12_2",3,0,0,4,24,0,1,4,1,5,0,0,72,0,71,0,17,73
"oases3_k31_Locus_3599_Transcript_12_3",6,2,0,3,32,1,0,0,0,0,0,0,231,24,225,2,71,196
"oases3_k31_Locus_3604_Transcript_1_1",103,21,11,19,50,3,7,9,7,17,73,10,263,296,402,448,99,211
"oases3_k31_Locus_3610_Transcript_7_1",1465.77,2514.67,629.981,102,1986.74,374.988,165,103,58,798.797,167,87,14497.4,17903.3,2935.17,3077.04,1184.808,11093.34
"oases3_k31_Locus_3619_Transcript_2_1",168,127,3,78,895,12,9,18,5,194,30,33,1725,1558,2763,939,1096,1018
"oases3_k31_Locus_36212_Transcript_1_1",1,7,0,0,0,0,0,0,0,1,0,0,347,15,25,22,17,89
"oases3_k31_Locus_3623_Transcript_10_4",6,4,0,1,28,0,0,0,7,3,0,1,137,14.3369,139.704,26,39.3753,82.1266
"oases3_k31_Locus_36241_Transcript_1_1",7,2,0,4,11,15,12,4,0,2,0,2,10,1,4,2,1,3
"oases3_k31_Locus_36335_Transcript_1_1",0,8,0,1,0,1,0,1,0,6,0,0,202,42,6,0,2,69
"oases3_k31_Locus_3633_Transcript_11_2",1,0,0,0,5,0,0,0,0,1,0,0,69,21,0,0,0,25
"oases3_k31_Locus_3633_Transcript_11_3",6,17,1,3,2,11,0,1,3,4,0,0,267,80.0458,0,0,0,176
"oases3_k31_Locus_36377_Transcript_1_1",0,0,0,0,7,0,1,0,0,0,0,0,170,1,26,0,6,94
"oases3_k31_Locus_3640_Transcript_1_1",95,23,34,19,186,3,1,6,1,5.0825,0,7,631.769,1594.55,2302.18,4684.82,663.433,454.732
"oases3_k31_Locus_3645_Transcript_1_1",662.147,5,2,60.493,564.951,2,6,56.487,6,46.0431,37,90.4624,27.84,24.4994,1089.61,725.726,211.4641,13
"oases3_k31_Locus_36499_Transcript_1_1",2,1,0,0,1,1,0,0,0,0,0,0,176.506,69.4638,127.501,83.3985,101.2585,252.403
"oases3_k31_Locus_3657_Transcript_4_1",26,5,2,2,26,0,2,5,5,18,84,3,310,267,445,258,168,256
"oases3_k31_Locus_36602_Transcript_7_1",140.424,240.724,63,7,0,53,92,8,54,272.786,4,33.4857,1378.01,927.404,4.39973,184.982,2,800.94
"oases3_k31_Locus_36670_Transcript_1_1",5,0,4,0,1,1,2,1,2,0,0,1,153,135,24,12,5,80
"oases3_k31_Locus_3667_Transcript_2_2",16,5,3,1,10,2,7,5,16,12,0,1,261,202,45,24,21,233
"oases3_k31_Locus_3670_Transcript_8_2",80,28.568,4,22,111,2,3,12,14,26,27,5,268.576,236.937,479.832,251.409,255.658,184.3317
"oases3_k31_Locus_3694_Transcript_8_1",323.451,137.847,132.019,95.2644,425.347,18.3258,90.2794,58.4437,89.1098,115.344,85.0285,62.7361,755.694,250.95,545.271,297.76,162.9689,323.637
"oases3_k31_Locus_3700_Transcript_1_1",371,128,90,22,265,28,65,41,87,118,197,39,2153,1059,1142,973,403,1036
"oases3_k31_Locus_3702_Transcript_6_1",189.237,57.8537,56.6349,34,387.208,12.9981,26.2637,17.1052,17.1074,47.2304,1.00427,9.33078,1440.72,1298.23,1566.3,1559.18,556.718,824
"oases3_k31_Locus_37152_Transcript_4_1",3,6,1,0,2,0,2,1,1,8,1,0,121,103,9,1,4,102
"oases3_k31_Locus_37168_Transcript_1_1",24,3,1,4,0,8,1,0,1,15,0,1,381,44,7,12,3,167
"oases3_k31_Locus_37174_Transcript_1_1",0,36,0,0,0,7,0,1,0,14,0,0,689,467,1,9,1,256
"oases3_k31_Locus_37176_Transcript_1_1",2,0,0,0,0,2,1,0,0,5,0,0,109,22,0,0,2,84
"oases3_k31_Locus_3722_Transcript_5_1",2605,44,14,197,948,7,45,122,45,83,485,64,118,122,3113,1063,936,85
"oases3_k31_Locus_37240_Transcript_1_1",0,0,0,0,0,0,0,0,4,0,0,0,27,9,23,14,10,17
"oases3_k31_Locus_37345_Transcript_1_1",244,11,0,4,122,1,0,30,0,31,78,26,18,64,177,599,14,2
"oases3_k31_Locus_3737_Transcript_1_1",367,180,29,21,326,12,24,18,16,184,168,38,1547,1538,1053,1204,319,1106
"oases3_k31_Locus_37404_Transcript_3_1",33,185,64,3,48,8,22,5,55,42,1,0,463,1263,86,167,29,355
"oases3_k31_Locus_3743_Transcript_9_1",0,0,3,0,0,0,1,0,0,0,0,0,45.2669,4.15368,32.516,10.22,20.34958,6.56089
"oases3_k31_Locus_3748_Transcript_7_1",35,23,16,13,24,5,14,19,26,75,2,5,748,295,200,135,95,354
"oases3_k31_Locus_3751_Transcript_3_1",95,22,2,3,86,2,0,8,7,24,0,7,609,477,650,576,217,509
"oases3_k31_Locus_3752_Transcript_9_1",1896.8,243.686,42.8548,70.8088,737.92,36,51.0545,43.8539,40.6796,1158.77,804.614,48.9103,3140.64,2511.13,4225.14,1497.93,674.684,1570.775
"oases3_k31_Locus_3774_Transcript_8_1",49,27,1,4,41,0,2,6,6,11.8196,0,1,299.662,337.515,405.492,202.092,163.0447,334.059
"oases3_k31_Locus_3776_Transcript_3_1",41.4915,11.3865,0,8.94959,155.435,2,4,2.70252,0,44.1484,1,4.47549,81.6982,62.6804,78.8675,49.9755,27.6536,70.6353
"oases3_k31_Locus_3777_Transcript_3_1",1096,642,88,174,1776,63,143,215,92,2534,257,285,1363,1098,1576,1500,541,794
"oases3_k31_Locus_3780_Transcript_3_1",92,53,5,10,162,8,5,7,15,28,1,3,1416,1567,1563,1454,359,808
"oases3_k31_Locus_37813_Transcript_3_1",79.3584,325,97,4,68,72,94,3,78,831,92,6,814.511,681,35.1094,32,9,541
"oases3_k31_Locus_37_Transcript_1_1",9,20,0,17,36,1,5,0,0,32,0,8,30,37,39,24,14,19
"oases3_k31_Locus_38019_Transcript_1_1",5,4,0,1,22,5,0,1,0,4,0,4,75,29,23,113,7,54
"oases3_k31_Locus_3809_Transcript_4_1",47.2298,3.39234,0,5,45.2845,0,0,1,0,22.492,0,0,329.168,119.26,172.054,48.6617,75.416,211.7694
"oases3_k31_Locus_3819_Transcript_32_1",69,12,3.38214,9,144.386,8,14.5234,9,28,79,62,1,290.622,39.3331,238.682,19.2591,94.188,266.743
"oases3_k31_Locus_3823_Transcript_1_1",22,2,1,0,2,0,0,18,0,0,0,0,3,34,51,52,39,2
"oases3_k31_Locus_3827_Transcript_1_1",89,20,6,5,150,4,8,21,22,29,21,10,333,200,411,245,171,198
"oases3_k31_Locus_38363_Transcript_1_1",12,1,1,1,2,0,0,0,0,0,0,0,27.2912,21,20.3342,32.8344,15,24.5786
"oases3_k31_Locus_3839_Transcript_14_1",34,57,18,13,26,4,10,7,29,38,40,1,329,399,132,173,48,236
"oases3_k31_Locus_38510_Transcript_4_1",10,15,0,0,18,4,0,0,0,6,0,0,72,623,118,38,16,45
"oases3_k31_Locus_3851_Transcript_4_1",127.732,66.9329,15.9774,15,159.395,7,7.88855,18.1499,45.5429,47.5257,2,10.3253,825.017,667.965,711.644,535.498,262.658,586.142
"oases3_k31_Locus_3856_Transcript_3_1",87,23.5657,7,14,56,3,1,6,10,34,102,11,410.474,587.72,295.606,508.628,102.4057,260.761
"oases3_k31_Locus_38579_Transcript_1_1",3,25,1,0,6,0,0,0,4,19,0,2,120.408,456.705,69,46.1793,15,119
"oases3_k31_Locus_3859_Transcript_3_1",237,167,37,92,232,28,121,85,160,193,7,83,1852,817,1202,1046,544,934
"oases3_k31_Locus_3860_Transcript_10_1",221.357,184.764,28.6569,47.9746,112.965,11.7316,25.3585,27.4267,32.5808,160.882,102.634,47.0004,829.82,576.693,617.573,575.026,289.243,517.168
"oases3_k31_Locus_3863_Transcript_5_1",17,14,8,1,8,4,11,0,2,17,2,0,572.795,431.664,111.801,90.7735,66,507.429
"oases3_k31_Locus_3867_Transcript_4_1",41.5025,5.51118,1.38282,45.0661,269.297,10.2973,22.9785,12.0563,0,73.099,0,0,1175.76,289.716,1564.42,313.908,453,664
"oases3_k31_Locus_3877_Transcript_100_1",30.4492,1.50201,3.07354,10.2111,39.2742,1.24235,4.93788,4.24193,0,21.1082,1.58909,0,110.729,61.9574,87.2607,31.41,36.3043,63.1979
"oases3_k31_Locus_3880_Transcript_7_1",499,193,70,41,660,16,47,41,102,156,77,53,1889,1650,1959,1927,838,1037
"oases3_k31_Locus_38841_Transcript_2_1",4,55,2,2,0,7,4,0,6,19,0,1,283,291,14,2,4,192
"oases3_k31_Locus_38869_Transcript_4_1",30.3197,19.5101,12.0208,0,15.1447,0,8.3197,1.99998,14.2647,5.59544,0,2.67249,2385.35,520.973,188.256,212.044,51.4716,1012.451
"oases3_k31_Locus_38977_Transcript_4_1",31.7702,38.7653,3,2.62428,54,16.6203,5,7.60057,7,196.533,3,2.62414,235.039,119.812,39.6957,30.061,9.2764,245.715
"oases3_k31_Locus_3900_Transcript_10_1",214,184,103,27,344,23,171,45,121,860,110,123,273,198,171,151,47,148
"oases3_k31_Locus_39051_Transcript_1_1",6,55,55,0,0,8,13,1,34,61,0,0,794,908,3,22,0,456
"oases3_k31_Locus_3910_Transcript_4_1",44.8207,16.6395,2,4.74344,86.4112,3.24174,7,0,0,10,0,3,555.845,522.58,439.225,403.7,264.863,461.972
"oases3_k31_Locus_39189_Transcript_1_1",6,116.621,0,11,55.3315,60,1,5,0,603.937,0,3,3502.78,3821.8,466.174,25.3541,8.33586,1635.875
"oases3_k31_Locus_3919_Transcript_1_1",414,204,55,20,231,17,50,18,51,161,106,18,1825,1214,1131,865,355,1198
"oases3_k31_Locus_3922_Transcript_1_1",1162,224,98,238,1743,66,95,374,97,903,430,151,1853,1177,2612,2149,864,1071
"oases3_k31_Locus_3927_Transcript_1_1",32.6448,0,0,0,73,0,1,0,1,2,0,0,38.0911,54.9531,803.026,215.703,69.6614,30.6561
"oases3_k31_Locus_3934_Transcript_47_1",7,7,3,2,123.247,1,2,7.98277,5,1.49758,0,0,260.706,334.514,495.446,280.722,275.511,281.652
"oases3_k31_Locus_39357_Transcript_7_1",7,23,0,1,0,4,0,1,1,7,0,1,617,514,15,113,4,303
"oases3_k31_Locus_3941_Transcript_6_1",238,7,7,33,356,3,5,11,6,41,41,22,199,75,1187,887,415,137
"oases3_k31_Locus_39437_Transcript_4_1",1,2,0,2,6,2,2,1,0,15,0,0,73,14,10,1,3,67
"oases3_k31_Locus_3956_Transcript_5_1",78.2509,72.673,1.25319,11,74.2709,89.1203,35.0706,8,1.96431,73.6573,16,11,1722.42,565.127,1187.84,348.156,304.979,1075.915
"oases3_k31_Locus_39772_Transcript_3_1",2,3,0,2,2,0,0,0,0,2,0,1,53,34,1,0,1,21
"oases3_k31_Locus_3978_Transcript_1_1",99,56.5047,10,18,225.009,3,6,24,16,212,1,16,164.407,196.639,229.408,190.084,49.5691,105.3232
"oases3_k31_Locus_397_Transcript_34_2",3.01582,1.00152,0,4,22.0471,3,2,1,0,2.00193,0,0,120.32,3.09297,86.2803,2.04947,25.1096,88.2933
"oases3_k31_Locus_39837_Transcript_1_1",8,3,0,2,0,0,2,0,0,1,0,0,98,44.4621,1,3,2,66.7641
"oases3_k31_Locus_398_Transcript_2_1",99,63,14,17,224,7,12,11,10,98,27,14,572,615,585,493,172,458
"oases3_k31_Locus_3991_Transcript_15_1",5.11195,26.419,0,2,3.77375,1,1.56711,0,8.35397,18.5455,0,0,565.538,342.418,81.8312,47.2275,36.7874,315.732
"oases3_k31_Locus_3999_Transcript_1_1",78,3,3,4,24,0,2,1,1,7,16,1,446,420,374,413,313,207
"oases3_k31_Locus_40004_Transcript_1_1",14,47,30,0,34,12,11,1,46,66,0,0,1141.51,488,44,3,4,490
"oases3_k31_Locus_4002_Transcript_11_1",317,301,12,66,211,57,25,43,60,331,83,65,2114,1418,1221,823,498,1563
"oases3_k31_Locus_4007_Transcript_7_2",66.8719,8.57852,0,0,47.9736,1,0,4,3.54664,3.20247,22,10,495.832,358.348,445.065,335.799,136.2814,331.827
"oases3_k31_Locus_4007_Transcript_7_3",35,8,0,7,15,1,1,5,2,6,1,2,391,317,344,280,133,328
"oases3_k31_Locus_40104_Transcript_1_1",0,0,0,0,0,0,0,0,0,0,0,0,38,12,46,2.0885,8,39
"oases3_k31_Locus_4012_Transcript_7_1",53.4085,45.9734,34.9103,9.14046,161.885,8,122.458,18,150,352.116,77,10,221.473,161.771,101.252,75.0579,37.1772,144.8768
"oases3_k31_Locus_4016_Transcript_4_1",232,80,26,13,157,20,8,11,31,49.3508,111,7,1588,1651,893,1048,303,1029
"oases3_k31_Locus_401_Transcript_3_1",34.9778,3.17958,0,86.5099,534.688,14.8084,74.1571,18.1384,31.959,85.421,51,6.25756,559.72,7.1525,821.292,34.6401,381.807,400.33
"oases3_k31_Locus_40264_Transcript_2_1",0,7,0,0,2,3,1,0,0,2,0,0,194,39,14,5,3,54
"oases3_k31_Locus_4027_Transcript_3_2",10,8,1,0,17,0,0,0,0,9,0,1,131,42,70,16,17,75
"oases3_k31_Locus_402_Transcript_4_1",4361,2971,786,537,4434,676,1259,651,1360,5390,957,637,5519,2959,3173,2553,1097,3042
"oases3_k31_Locus_4030_Transcript_3_1",4,6,0,1,9,4,2,0,0,10,0,1,125,134,100,50,23,172
"oases3_k31_Locus_4034_Transcript_1_1",231,124,23,50,391,20,26,22,43,127,83,17,1638,793,1340,919,505,926
"oases3_k31_Locus_40389_Transcript_1_1",1,1,0,0,0,8,0,1,0,7,0,0,171,22,0,0,3,248
"oases3_k31_Locus_40391_Transcript_2_1",2.57102,1.62011,0,0,55.8967,0,0,0,0,6.10939,0,0,166.886,21.4427,93.2754,2.85743,31.8029,74.2761
"oases3_k31_Locus_4048_Transcript_1_2",10.9145,1.15645,0,0,18.9266,0,1.14546,1.31367,0,5.86457,47.4144,0,209.176,73.5298,282.239,61.4318,57.747,229.584
"oases3_k31_Locus_40617_Transcript_2_1",137,52,8,25,322,7,46,38,42,237,1,29,7,12,38,20,10,15
"oases3_k31_Locus_4061_Transcript_9_1",0,0,0,0,13.5231,0,0,8.54806,5.03295,0,0,0,105.43,1.67632,373.158,3.40989,164.0952,110.7912
"oases3_k31_Locus_4062_Transcript_9_1",67,71,25,6,63,16,22,8,43,85,27,3,805,388,256,117,85,449
"oases3_k31_Locus_40631_Transcript_4_1",0,0,0,2,3,0,0,0,0,0,0,0,132,10,15,0,2,126
"oases3_k31_Locus_4063_Transcript_3_1",18,4,0,1,17,0,1,3,0,21,45,0,107,53,98,50,30,104
"oases3_k31_Locus_4067_Transcript_5_1",11,11,2,1,7,0,0,1,0,2,0,2,97,86,59,77,29,77
"oases3_k31_Locus_407_Transcript_9_1",245.099,0,1,3,15,0,0,2,0,1,70,3,10.7524,3,453.74,307.676,174.854,11.66499
"oases3_k31_Locus_4082_Transcript_39_1",1,0,0,3,50,1,4,0,1,1,0,0,247.763,0,241.861,2,63,214
"oases3_k31_Locus_40844_Transcript_6_1",11,1,0,0,0,2,1,1,1,6,72,0,244,67,31,16,8,134
"oases3_k31_Locus_4097_Transcript_6_2",31.7516,1.59814,1.11398,7.66316,41.824,0,1.31329,4.62529,1,24.8591,45,1.15156,340.306,59.7136,404.047,67.9053,143.5969,250.912
"oases3_k31_Locus_409_Transcript_3_1",128,50,1,179,215,6,7,90,3,75,46,45,26,0,42,0,56,13
"oases3_k31_Locus_4114_Transcript_7_1",257.213,141.914,27.3265,47.6076,324.386,22.4635,47.3353,58.3446,60.755,264.831,0,52.6633,640.26,734.34,885.053,649.325,308.938,384.285
"oases3_k31_Locus_41406_Transcript_2_1",1,0,0,16,31,0,0,19,0,30,0,2,0,0,0,0,0,0
"oases3_k31_Locus_4143_Transcript_4_1",6,0,3.75409,0,4,0,0,0,1,0,0,1,64.9358,7.25149,64.3484,1.03043,28.5016,41.7016
"oases3_k31_Locus_4145_Transcript_3_1",78,24,5,38,144,9,25,9,6,46,0,26,289,174,513,357,248,159
"oases3_k31_Locus_4146_Transcript_10_1",72,37,30,6,321,6,7,6,11,17,2,6,833,1332,931,771,360,641
"oases3_k31_Locus_4146_Transcript_10_2",143.452,61.492,33.1906,6.09643,112.636,9,13.8842,16.9389,27.1178,37.7234,96.9814,3.12801,3180.23,2483.37,1797.93,1705.5,626.408,2212.34
"oases3_k31_Locus_41636_Transcript_1_1",594,1638,48,18,137,183,83,65,165,3439,203,88,6721,6924,58,1145,48,5101
"oases3_k31_Locus_4173_Transcript_14_2",0,0,0,1,2,0,7.0397,0,4,9,0,1,80.8181,0,11.1093,1.43878,7.08002,52.6078
"oases3_k31_Locus_4179_Transcript_4_1",648,17,3,31,395,5,1,9,2,41,204,10,297,225,918,773,264,189
"oases3_k31_Locus_41870_Transcript_1_1",0,2,0,0,7,0,0,0,0,0,0,0,88,0,48,1,8,49
"oases3_k31_Locus_41915_Transcript_1_1",0,1,0,0,2,2,0,0,0,3,0,0,31.3049,0,25.3257,0,5.40389,14.07412
"oases3_k31_Locus_4196_Transcript_9_1",304,278,38,35,313,22,36,117,31,269,52,46,1255.94,1256,965.952,925,396,781
"oases3_k31_Locus_42027_Transcript_1_1",0,14,0,1,0,1,0,1,0,9,0,1,236,122,2,2,1,78
"oases3_k31_Locus_4202_Transcript_15_3",2,5,1,3,39,5,0,0,0,3,0,0,156,21,57,6,48,127
"oases3_k31_Locus_4218_Transcript_4_1",39.1992,10.3848,0,0,52.58,0,0,0,2,8.63743,105,3,94.1097,84.0215,82.1918,64.1684,40.1234,81.4526
"oases3_k31_Locus_42350_Transcript_3_1",0,2,0,0,16,1,0,1,0,5,0,1,329,91,67,2,5,258
"oases3_k31_Locus_4235_Transcript_9_2",8,7,2,4,3,0,0,2,0,11,0,0,80,30,30,24,18,101
"oases3_k31_Locus_4235_Transcript_9_3",12.9614,4,0,3,10,0,1,0,0,1,0,1,31.1469,11.2192,13.6023,10.3251,11.29918,24.03794
"oases3_k31_Locus_42383_Transcript_1_1",0,2,3,0,0,0,2,0,0,0,0,0,603.991,169.304,7,8,3,302.96
"oases3_k31_Locus_42428_Transcript_1_1",0,0,1,0,0,0,0,0,0,0,0,0,96,17,4,0,2,34
"oases3_k31_Locus_4243_Transcript_5_1",50,34,46,4,40,4,7,3,21,15,1,7,453.356,688.138,203.036,394,72.0355,246
"oases3_k31_Locus_42442_Transcript_4_1",4,24,14,0,3,5,1,0,3,17,2,0,212,350,25,5,8,238
"oases3_k31_Locus_4244_Transcript_6_1",304,58,13,35,517,16,12,24,21,128,15,43,2534,1926,3408,2743,1313,2260
"oases3_k31_Locus_4246_Transcript_5_1",25,18,3,3,10,1,9,3,38,6,23,1,485,456,52,90,46,267
"oases3_k31_Locus_42486_Transcript_1_1",3,3,0,11,14.0035,22,4,9.41521,2,25,0,5.16157,3,1,5,0,2,1
"oases3_k31_Locus_4269_Transcript_3_1",68,29,6,2,33,4,4,4,9,37,8,6,337,216,238,242,114,289
"oases3_k31_Locus_42842_Transcript_2_1",0,4,0,0,4,2,0,0,1,8,0,0,266,74,4,0,0,271
"oases3_k31_Locus_42879_Transcript_4_1",5,27,1,2,0,3,6,0,9,14,1,0,198,264,5,11,1,179
"oases3_k31_Locus_428_Transcript_7_1",215,194,43,53,320,24,83,58,95,259,23,61,1580,676,1032,776,411,702
"oases3_k31_Locus_43076_Transcript_1_1",1,0,0,0,0,0,0,0,0,0,0,0,189,28,1,0,2,107
"oases3_k31_Locus_43254_Transcript_1_1",0,15,0,0,10,3,0,0,0,49,1,0,32,67,9,2,4,34
"oases3_k31_Locus_4326_Transcript_54_2",0,0,0,2,12,0,0,0,0,3,0,0,81,0,59,4,13,40
"oases3_k31_Locus_4329_Transcript_8_1",47,16,2,5,10,1,0,5,0,5,1,0,138,108,39,66,17,88
"oases3_k31_Locus_4342_Transcript_7_2",136.284,56.6988,4.37172,2.54658,61.4376,0,10.1631,19.2968,4.51246,119.054,3.3218,17.2591,179.989,167.64,220.607,159.728,46.6529,96.2177
"oases3_k31_Locus_43435_Transcript_1_1",10,6,0,15,12,0,0,14,0,16,0,7,0,0,0,0,2,0
"oases3_k31_Locus_4355_Transcript_4_1",561.685,57.9275,15,21,446.747,5,9,22.9031,15,118,44,30,709.857,566.718,1101.33,1208.37,389.314,534.36
"oases3_k31_Locus_43585_Transcript_3_1",10.1263,14.8142,6.31269,0,0,0,1.03795,0,0,1.07809,0,0,264.53,497.37,41.0912,3.48271,4.81433,139.6015
"oases3_k31_Locus_4379_Transcript_3_1",403,41,18,9,133,9,3,8,22,17,23,11,737,542,915,1426,274,380
"oases3_k31_Locus_4380_Transcript_3_1",20,38,4,8,53,5,4,11,2,19,18,0,786,544,455,413,126,522
"oases3_k31_Locus_43830_Transcript_3_1",33,516,9,41,218,57,33,30,33,715,22,38,5012,7484,82,35,92,4027
"oases3_k31_Locus_4388_Transcript_9_1",40,14,0,64,84.9509,1,7,28.1357,0,35,0,21,5,6,9,8,39.6551,8
"oases3_k31_Locus_4390_Transcript_9_1",0,1.31543,0.000312235,0,41.8914,0,0,0.00429656,4.79808,4.90606,0,0,67.0238,13.8061,44.4054,16.2931,12.434,39.1657
"oases3_k31_Locus_4391_Transcript_4_1",77,14,8,6,135,3,0,5,0,16,0,2,1393,709,921.356,345,250,760.763
"oases3_k31_Locus_4395_Transcript_4_2",2,8,1,3,37.8115,2,2,0,3,0,0,1,223.117,142.307,207,49,70.7066,226.604
"oases3_k31_Locus_439_Transcript_10_1",102.003,46.6948,3,26,214.361,10,0,21.1961,17,81.3631,0,10,573.516,388.094,611.576,358.107,195.2675,363.756
"oases3_k31_Locus_4411_Transcript_1_1",166,26,7,45,683,2,7,22,2,103,46,21,499,314,1336,663,555,385
"oases3_k31_Locus_44131_Transcript_1_1",13,0,0,0,11,0,1,1,1,4,0,0,37,25,14,0,2,15
"oases3_k31_Locus_4413_Transcript_2_1",539,222,43,58,348,41,67,52,112,201,189,78,1900,1460,2120,1697,764,1396
"oases3_k31_Locus_4420_Transcript_5_1",929.707,325.366,102.163,133.394,628.989,28.8437,115.337,106.388,139.211,459.158,271,104.277,2767.41,1576.54,1925.06,1919.62,741.659,1346.779
"oases3_k31_Locus_4421_Transcript_3_1",55.9533,31.8062,23.2086,11.6229,84.8957,5.77821,8.99369,0,33.7033,10.6528,27,0,514.72,377.953,490.356,283.026,183.5478,462.482
"oases3_k31_Locus_4429_Transcript_9_1",45,23,2,1,38,0,2,2,5,8,0,2,382.355,282.892,317.881,184,95.2994,320.755
"oases3_k31_Locus_442_Transcript_6_1",63.2427,84,42,11,83,53,32,26,40,53,126,2,4662.55,2040.98,671.025,506.981,333.708,2178.7
"oases3_k31_Locus_4469_Transcript_3_2",79,22,4,5,42,2,2,3,1,12,0,3,427.501,337,349,429,157,320
"oases3_k31_Locus_446_Transcript_4_2",135,70,9,42,1084,13,12,61,62,1752,60,44,750,381,304,168,101,664
"oases3_k31_Locus_4477_Transcript_9_1",70.562,15,2.13889,2,110,6,11,3,15.2155,32.7672,0,0,941.528,330.76,435.793,62.084,192.2325,584.966
"oases3_k31_Locus_44789_Transcript_1_1",3,13,2,0,2,4,4,0,0,6,0,0,407.111,79.1351,1,3.75193,2,215.064
"oases3_k31_Locus_4478_Transcript_11_1",32.5413,2.77854,6.35202,19.3454,43.8313,3,8.02501,11,7.12047,18.1533,0,0,55.389,6.04014,70.8321,12.4096,22.4101,42.5002
"oases3_k31_Locus_4478_Transcript_11_2",75,50,25,10,155,18,17,23,29,153,67,17,1226,604,587,329,194,705
"oases3_k31_Locus_4479_Transcript_9_2",15.1242,8.45518,0,1.46631,24,0,1,0,0,8,1,1,117.92,142.154,143.552,69.1659,47.4832,130.8271
"oases3_k31_Locus_4483_Transcript_5_1",7.34245,0,2.96743,0,0,0,0,0,7.22856,3.49061,0,0,96.2567,71.6032,13.6758,31.5919,9,80.5312
"oases3_k31_Locus_4493_Transcript_8_1",101,23,4,6,81,0,4,203,3,37,0,8,283,282,411,612,261,210
